source,target,similarity,weight
382,403,0.9067811829229726,0.9533905914614863
759,934,0.9067016367361462,0.9533508183680731
386,460,0.9066763246285007,0.9533381623142503
933,936,0.905704540060507,0.9528522700302535
1055,1131,0.905330735054399,0.9526653675271994
490,492,0.9050934864296937,0.9525467432148469
234,278,0.90503054141346,0.9525152707067299
440,1197,0.9050226844256188,0.9525113422128094
305,315,0.9049048085056663,0.9524524042528332
338,440,0.9047626136775164,0.9523813068387582
200,850,0.90442833517358,0.95221416758679
311,460,0.9040093736913245,0.9520046868456622
531,538,0.903745187747113,0.9518725938735565
359,405,0.9033762732325581,0.951688136616279
1062,1069,0.9031655885962806,0.9515827942981403
119,796,0.9025710442257212,0.9512855221128607
354,358,0.9022582461777433,0.9511291230888717
445,461,0.9020843088118577,0.9510421544059289
308,309,0.9019262156029392,0.9509631078014695
623,629,0.9015414453978602,0.9507707226989301
423,429,0.9011001098600963,0.9505500549300481
529,956,0.9004563821628164,0.9502281910814082
734,739,0.9001924065248299,0.950096203262415
569,695,0.900078701280527,0.9500393506402636
255,258,0.8992691594841243,0.9496345797420622
334,418,0.8991974055339046,0.9495987027669524
227,272,0.8987776462690057,0.9493888231345029
13,546,0.8982658095502228,0.9491329047751114
336,398,0.8982087550765959,0.9491043775382979
389,406,0.8979858461065101,0.948992923053255
243,295,0.8976193053864537,0.9488096526932268
1055,1157,0.8973549648226247,0.9486774824113123
34,595,0.8969460817996007,0.9484730408998003
1028,1089,0.8967805678036765,0.9483902839018383
655,691,0.8963923345329765,0.9481961672664883
305,306,0.8962125685518181,0.948106284275909
1026,1170,0.8961054852676015,0.9480527426338008
319,386,0.896089324301754,0.948044662150877
850,856,0.8953388624391978,0.9476694312195989
273,286,0.8952708872183507,0.9476354436091754
862,871,0.8951913145935344,0.9475956572967672
1104,1164,0.8949031070495221,0.9474515535247611
309,314,0.8948181804431892,0.9474090902215946
184,808,0.8947219404427145,0.9473609702213572
340,398,0.8936204452024261,0.9468102226012131
1045,1114,0.8936117749226431,0.9468058874613215
387,416,0.89326900337232,0.9466345016861599
43,775,0.892340512961947,0.9461702564809735
354,422,0.8920663024321442,0.9460331512160721
1132,1143,0.891899326348752,0.945949663174376
311,392,0.8918738285824336,0.9459369142912168
292,844,0.8918169951317533,0.9459084975658767
867,891,0.8916677812167749,0.9458338906083874
313,319,0.8915498715847964,0.9457749357923981
1061,1140,0.8912397435087546,0.9456198717543773
830,919,0.8911375434960168,0.9455687717480084
548,586,0.8910782694950543,0.9455391347475272
